"customer_id","account_num","lname","fname","address","city","state_province","postal_code","country","customer_region_id","phone","marital_status","gender","total_children","num_children_at_home","education","member_card","age","year_income"
9383,78132888674,"Bergstrom","Cindy","5149 Thissen Court","Milwaukie","OR","75796","USA",65,"143-555-2040","S","F",4,3,"Graduate Degree","Gloden",40,80000,
9384,78135302662,"Colian","Georgia","4751 Gregory Drive","La Jolla","CA","60992","USA",33,"700-555-7962","S","M",1,1,"Partial College","Normal",55,80000,
9385,78151669502,"Applehans","Matthew","4283 Oak Rd.","Grossmont","CA","96945","USA",17,"204-555-5112","S","M",2,1,"Partial College","Gloden",40,40000,
9386,78158788084,"Ramirez","Betty","2107 Ameno Road","Lakewood","CA","48302","USA",56,"124-555-4319","M","F",3,1,"High School Degree","Normal",62,20000,
9387,78169554500,"Gonzales","Arden","1893 Cranbrook Way","Los Angeles","CA","50417","USA",3,"550-555-9097","S","F",2,0,"Partial College","Gloden",44,60000,
9388,78173218369,"Pugh","Marcia","7314 El Capitan Lane","Vancouver","BC","40644","Canada",5,"613-555-8956","M","M",1,1,"Partial High School","Normal",49,20000,
9389,78194520473,"Vaisnor","Tyler","11 Sunrise Drive","Mill Valley","CA","89212","USA",38,"401-555-7020","M","M",5,2,"Graduate Degree","Bronze",60,80000,
9390,78199284100,"Bohn","Cathy","8342 Mt. Trinity Court","Los Angeles","CA","11724","USA",3,"366-555-3484","S","M",1,1,"Partial College","Silver",78,40000,
9391,78204106688,"McKinney","Michael","1293 Silverwood Drive","Lake Oswego","OR","45161","USA",64,"417-555-3834","S","F",1,0,"Partial College","Bronze",75,40000,
9392,78205109800,"Edwards","Jay","2534 Coggins Drive","Royal Oak","BC","66711","Canada",100,"405-555-7927","S","M",1,0,"Partial College","Bronze",69,100000,
9393,78222372531,"Richards","Vichy","5738 Bent Tree Lane","El Cajon","CA","66310","USA",16,"478-555-6906","S","M",4,1,"Bachelors Degree","Bronze",37,60000,
9394,78222485184,"Bradley","F. Wes","7233 Sunset Circle","Spring Valley","CA","54021","USA",15,"728-555-4284","S","F",4,3,"Bachelors Degree","Gloden",50,60000,
9395,78224909901,"Campello","Belinda","692 Honey Trail Lane","Mexico City","Mexico","19783","Mexico",2,"824-555-1891","M","F",5,4,"Partial College","Gloden",68,80000,
9396,78231406211,"Monitor","David","5097 Bourton Ct.","Lebanon","OR","72655","USA",72,"436-555-1556","M","F",2,2,"Bachelors Degree","Bronze",70,60000,
9397,78247537000,"Valles","John","1466 Aspen Drive","Portland","OR","77285","USA",22,"555-555-6791","S","M",5,4,"High School Degree","Gloden",54,40000,
9398,78278596997,"Maria","Misty","3469 Hoke Dr.","Camacho","Zacatecas","96319","Mexico",27,"190-555-5084","M","M",4,3,"Partial College","Gloden",62,40000,
9399,78281000300,"Redman","Alfred","2748 Adelaide St.","Long Beach","CA","67111","USA",48,"570-555-3606","M","F",0,0,"Partial College","Bronze",43,60000,
9400,78291970491,"Aubin","Shari","7661 S. Rosal Ave.","Redwood City","CA","52307","USA",45,"579-555-6445","M","M",2,0,"Partial College","Silver",26,120000,
9401,78298627700,"Condrey","Rose","4537 Elderwood Dr.","Albany","OR","15553","USA",71,"983-555-3594","S","M",4,1,"High School Degree","Bronze",37,40000,
9402,78302506208,"Jones","Johnny","2361 Polson Court","Mexico City","Mexico","39618","Mexico",2,"902-555-2802","S","F",3,1,"Graduate Degree","Normal",27,140000,
9403,78308487500,"Yoes","Lisa","2147 N. 66th Street","Torrance","CA","41733","USA",57,"429-555-7580","M","M",0,0,"Bachelors Degree","Bronze",41,60000,
9404,78322402834,"Beltrame","Karen","225 Piedmont","Newport Beach","CA","58251","USA",59,"371-555-5416","M","F",4,1,"Partial High School","Gloden",84,160000,
9405,78326115000,"Cahling","Julia","265 Maria Vega Court","Santa Monica","CA","26528","USA",49,"160-555-3480","M","M",2,1,"Graduate Degree","Silver",51,100000,
9406,78331066370,"Allen","Erin","1252 Deer Ridge Way","Imperial Beach","CA","92082","USA",14,"364-555-3602","S","F",1,0,"Graduate Degree","Silver",37,100000,
9407,78352475762,"Trontell","Greg","1547 Larkwood Ct.","Cliffside","BC","14739","Canada",103,"175-555-9295","S","F",4,0,"Partial College","Bronze",72,40000,
9408,78373970985,"Trachtenberg","Sara","2788 Mt. Tamalpais Place","Colma","CA","62581","USA",32,"403-555-8045","S","F",4,1,"Bachelors Degree","Normal",34,60000,
9409,78375263800,"Carpoff","Nestor","5992 Leeds Ct.","Bellflower","CA","35888","USA",55,"237-555-3366","S","M",1,0,"Bachelors Degree","Bronze",40,80000,
9410,78377849459,"Hensley","Dorothy","7487 Mariposa Ct.","Bellflower","CA","49891","USA",55,"487-555-9744","S","F",1,1,"Partial College","Bronze",79,140000,
9411,78381239800,"Capella","Shirley","3602 Banyan Circle","Palo Alto","CA","88360","USA",41,"583-555-7352","S","F",4,1,"Bachelors Degree","Bronze",77,60000,
9412,78399017500,"Burris","Mark","6598 Lorie Ln.","Edmonds","WA","42233","USA",83,"546-555-3933","M","M",3,0,"High School Degree","Gloden",27,100000,
9413,78412026166,"Cammack","John","2966 St. George Dr.","Metchosin","BC","73155","Canada",104,"665-555-9169","M","F",2,0,"Partial College","Bronze",49,40000,
9414,78415711522,"Peal","Joan","7625 Cloudview Dr.","Santa Fe","DF","92189","Mexico",109,"300-555-7462","M","F",2,1,"Partial College","Silver",83,40000,
9415,78432561159,"Hammerland","Mack","4248 Semillon Circle","Issaquah","WA","62981","USA",21,"680-555-5983","M","F",1,1,"Partial College","Bronze",32,140000,
9416,78434621095,"Paolini","Thomas","9161 Medina Dr.","Port Hammond","BC","48177","Canada",98,"338-555-2905","S","F",1,0,"Partial College","Gloden",53,60000,
9417,78438306500,"Middleton","Roger","8693 Balhan Dr.","Everett","WA","84130","USA",81,"742-555-9055","M","M",5,3,"Graduate Degree","Silver",32,140000,
9418,78448016000,"Neblick","Virginia","3861 Las Lomas Way","Chula Vista","CA","35488","USA",13,"661-555-8262","M","M",3,2,"Partial College","Bronze",60,40000,
9419,78450789451,"Clendenen","Calvin","3648 Hedaro Court","Oregon City","OR","37602","USA",68,"188-555-4040","M","M",0,0,"High School Degree","Normal",30,40000,
9420,78451154200,"Degroot","Gilbert","1725 La Salle Ave.","Corvallis","OR","54121","USA",70,"130-555-1876","M","F",1,0,"Partial High School","Normal",47,20000,
9421,78453096200,"Welsh","Nanette","4421 Euclid Ave.","Walla Walla","WA","22398","USA",88,"819-555-8940","S","M",3,1,"Partial High School","Normal",52,20000,
9422,78502244900,"Brandt","Charlotte","2753 Rubiem Ct.","Burbank","CA","77785","USA",53,"123-555-9062","S","F",4,4,"Partial High School","Gloden",64,40000,
9423,78508397936,"Gill","Lisa","5703 Donald Dr.","Victoria","BC","12224","Canada",6,"834-555-5755","S","F",5,5,"Partial College","Bronze",67,40000,
9424,78509116800,"Weeks","Donna","4288 Hacienda","Novato","CA","58740","USA",42,"161-555-4505","S","F",5,2,"High School Degree","Bronze",66,40000,
9425,78516964912,"Mendelson","Donna","7492 Duckhorn Court","La Cruz","Sinaloa","58340","Mexico",29,"347-555-5743","M","F",5,3,"Graduate Degree","Gloden",29,120000,
9426,78516975641,"Price","Ramon","8988 Fairfield Ave.","Tixapan","DF","46051","Mexico",107,"597-555-3122","S","M",3,1,"Partial College","Silver",36,60000,
9427,78519829511,"Thompson","Peggy","5102 Sycamore Drive","Spring Valley","CA","11813","USA",15,"932-555-4387","M","F",0,0,"Partial College","Gloden",72,80000,
9428,78521744608,"Payne","Edward","6852 Elderwood Drive","Torrance","CA","64685","USA",57,"305-555-9394","S","F",1,1,"Partial College","Bronze",60,40000,
9429,78549891710,"Eddy","Nathan","3220 Liscome Way","Victoria","BC","69315","Canada",6,"424-555-5629","M","M",0,0,"High School Degree","Bronze",50,120000,
9430,78551940917,"Cope","Aaron","7879 Mt. Etna Drive","Santa Cruz","CA","88349","USA",40,"958-555-3922","M","F",3,1,"Partial College","Silver",52,140000,
9431,78563345700,"Ashford","Susan","4502 Knewal Rd","Pomona","CA","85433","USA",61,"439-555-2444","S","F",4,3,"High School Degree","Gloden",39,40000,
9432,78583896756,"Coenen","Eulene","2071 Concord Blvd.","La Cruz","Sinaloa","70629","Mexico",29,"997-555-8365","M","F",1,0,"Partial High School","Normal",86,20000,
9433,78601304292,"Retske","Mary","8947 Rio Grande Drive","Chula Vista","CA","75832","USA",13,"501-555-5515","S","F",4,0,"Partial High School","Normal",33,20000,
9434,78604565858,"McIntyre","Philip","6771 Bundros Court","San Gabriel","CA","57940","USA",52,"420-555-4722","S","F",1,0,"Partial College","Normal",87,40000,
9435,78608122467,"Ehrler","Tammy","6557 Artnell Ct.","Tixapan","DF","60054","Mexico",107,"186-555-4158","M","F",1,0,"Bachelors Degree","Bronze",25,60000,
9436,78614602684,"Schans","Margaret","4635 Patterson Court","San Francisco","CA","50281","USA",1,"128-555-1994","S","F",1,0,"Partial College","Gloden",74,60000,
9437,78638576269,"Melton","Marion","4675 Pomar Way","Redmond","WA","18558","USA",19,"931-555-2239","M","F",1,1,"Bachelors Degree","Silver",55,60000,
9438,78641220927,"Stamison","Michael","3007 Hooftrail Way","Tixapan","DF","12382","Mexico",107,"236-555-2360","S","F",4,1,"Partial College","Bronze",35,120000,
9439,78658805489,"Price","Charlotte","5957 Pacifica Ave.","Walla Walla","WA","34676","USA",88,"947-555-8053","M","M",0,0,"Bachelors Degree","Gloden",76,60000,
9440,78688722848,"Bakkie","George","7198 Alvecedo","El Cajon","CA","74733","USA",16,"274-555-6803","S","F",2,0,"High School Degree","Silver",31,140000,
9441,78696286678,"Kirby","Deanna","6337 Margo Drive","Santa Cruz","CA","74333","USA",40,"108-555-2125","S","F",1,1,"Graduate Degree","Bronze",32,120000,
9442,78701978300,"Barnes","Anthony","7832 Military East","San Jose","CA","62044","USA",39,"597-555-3161","M","M",3,2,"Partial High School","Normal",77,20000,
9443,78712878823,"Soler","Justin","1292 Bola Raton Court","Merida","Yucatan","15132","Mexico",26,"693-555-9768","S","M",4,3,"Bachelors Degree","Bronze",69,60000,
9444,78717089891,"Brush","Beverly","5696 McFaul Drive","Ladner","BC","80677","Canada",96,"966-555-5775","S","M",5,3,"High School Degree","Normal",25,40000,
9445,78717159628,"Andrews","Michael","2065 Rosina Court","Concord","CA","85307","USA",46,"424-555-5668","S","M",2,2,"Partial High School","Normal",41,20000,
9446,78718393445,"Bove","Mira","4068 St. George Court","Arcadia","CA","53422","USA",51,"720-555-9303","S","M",3,0,"Bachelors Degree","Bronze",81,60000,
9447,78720523118,"Wells","Kimberly","3347 Quigley Street","Lebanon","OR","75133","USA",72,"201-555-7825","S","M",1,0,"Partial High School","Normal",36,20000,
9448,78730200529,"Longo","Joe","8260 Klamath Woods Pl.","Woodburn","OR","60329","USA",69,"758-555-4746","S","F",3,1,"Bachelors Degree","Bronze",51,60000,
9449,78756207200,"Addington","Helen","7792 Woodruff Lane","Burbank","CA","96282","USA",53,"852-555-2471","S","M",2,2,"Partial High School","Normal",24,20000,
9450,78766603469,"Phillips","Kathleen","2960 Harvard Drive","Merida","Yucatan","47640","Mexico",26,"533-555-7021","S","F",2,1,"High School Degree","Bronze",58,140000,
9451,78779086470,"Clark","Michael","2746 F Street","Everett","WA","49755","USA",81,"298-555-6456","S","F",1,1,"High School Degree","Gloden",34,40000,
9452,78796649575,"Draper","Maria","824 Gregory Drive","Edmonds","WA","66273","USA",83,"241-555-4292","S","M",0,0,"Partial College","Bronze",39,40000,
9453,78802587985,"Sharp","Karma","864 Wee Donegal","Renton","WA","34550","USA",73,"929-555-2357","M","F",4,2,"Bachelors Degree","Bronze",38,60000,
9454,78814792037,"Warner","Alice","1851 Pecan Pl.","Mill Valley","CA","89938","USA",38,"894-555-7821","S","F",0,0,"Partial College","Bronze",56,100000,
9455,78819695115,"Cardinal","Myrtle","2146 Twin View Drive","Redmond","WA","24376","USA",19,"706-555-4513","M","M",5,3,"High School Degree","Gloden",65,120000,
9456,78836324810,"Andrade","David","3387 El Campo Ct.","Camacho","Zacatecas","72218","Mexico",27,"933-555-3264","M","M",1,1,"Partial College","Bronze",58,40000,
9457,78837413787,"Puckett","Carol","6591 Cherokee Drive","Anacortes","WA","69912","USA",79,"106-555-2242","M","M",3,1,"Graduate Degree","Normal",27,80000,
9458,78851532936,"Veregas","Thelma","8086 Cotati Ct.","Anacortes","WA","83916","USA",79,"356-555-8621","S","F",3,3,"Partial College","Gloden",28,40000,
9459,78905075192,"Stout","Ron","4201 Logan Court","Milwaukie","OR","23385","USA",65,"452-555-6228","M","F",4,4,"Graduate Degree","Gloden",58,140000,
9460,78918239474,"York","Richard","5950 Coggins Drive","Tixapan","DF","76257","Mexico",107,"725-555-2235","S","M",1,0,"High School Degree","Silver",52,40000,
9461,78939058800,"DAvignon","Barbara","2319 Hilltop Dr.","Puyallup","WA","81802","USA",86,"183-555-2128","S","M",4,4,"Bachelors Degree","Gloden",36,60000,
9462,78940528631,"Baldwin","Anthony","6978 Lisa Lee Lane","San Andres","DF","27214","Mexico",106,"606-555-7161","M","M",3,0,"Partial High School","Normal",44,20000,
9463,78950248956,"Burkhart","William","3601 Greenbush Drive","Redmond","WA","97005","USA",19,"986-555-5682","M","F",4,4,"Partial College","Gloden",25,140000,
9464,78973219394,"Sloper","Raymond","8514 Bounty Way","Newton","BC","82201","Canada",95,"883-555-6261","S","F",5,2,"Bachelors Degree","Silver",66,80000,
9465,78990299700,"Sturdevant","Chris","8046 H Street","Anacortes","WA","19155","USA",79,"387-555-3411","M","F",4,1,"High School Degree","Normal",89,20000,
9466,78994800448,"Ulmer","Verna","3214 Apple Drive","Lincoln Acres","CA","69512","USA",10,"967-555-7961","S","F",5,1,"Partial High School","Normal",79,20000,
9467,79003404974,"Trujillo","Ruth","3000 Wildcat Circle","Milwaukie","OR","71627","USA",65,"733-555-7397","M","M",4,4,"Bachelors Degree","Gloden",23,40000,
9468,79007143974,"Byrd","Virgil","1078 Aloe Vera Road","Beaverton","OR","88145","USA",67,"675-555-5233","S","M",2,1,"Bachelors Degree","Bronze",66,80000,
9469,79007803797,"Foster","Jeanette","3774 Napa Court","Olympia","WA","30130","USA",85,"464-555-3297","M","F",1,1,"Partial College","Gloden",33,40000,
9470,79011961200,"Roberts","Suzy","2105 Freedom Ct.","Altadena","CA","12811","USA",50,"429-555-8761","M","F",0,0,"Bachelors Degree","Normal",89,60000,
9471,79035714864,"Thomas","Dorothy","6302 Pinewood Court","Los Angeles","CA","46248","USA",3,"240-555-5454","S","F",3,1,"Partial College","Silver",64,40000,
9472,79035988450,"Blalock","Richard","4887 Babbe Street","San Jose","CA","67797","USA",39,"467-555-4204","M","F",3,1,"Partial College","Bronze",25,100000,
9473,79038552600,"Torres","Hazel","748 Whitehall Drive","Kirkland","WA","67397","USA",63,"541-555-3183","S","F",5,1,"Partial College","Silver",90,80000,
9474,79042645692,"Ardell","Joshua","2243 W St.","Shawnee","BC","98293","Canada",105,"242-555-6479","S","F",4,3,"Partial College","Normal",70,40000,
9475,79056196212,"Mckinley","Vicky","5701 El Dorado","Westminster","BC","64055","Canada",91,"338-555-4086","M","M",4,1,"Partial College","Bronze",57,40000,
9476,79099503200,"Lessum","Michael","107 Woodside Court","Glendale","CA","17928","USA",54,"611-555-9093","M","F",1,1,"Partial College","Bronze",89,40000,
9477,79105479100,"Brickell","Dee","3819 Clayton Way","Los Angeles","CA","22558","USA",3,"969-555-8986","S","M",0,0,"Bachelors Degree","Bronze",40,80000,
9478,79109432697,"Betsekas","Saundra","8478 Eastgate Ave.","Oakland","CA","41592","USA",37,"603-555-7279","S","M",5,0,"Graduate Degree","Gloden",74,80000,
9479,79131507277,"Velasco","Marie","5101 Camino Peral","Downey","CA","38676","USA",58,"745-555-2143","S","M",4,0,"Graduate Degree","Silver",23,120000,
9480,79132269024,"Madden","Herbert","2670 Trailview Circle","Merida","Yucatan","23872","Mexico",26,"642-555-2721","M","M",4,3,"Bachelors Degree","Gloden",33,60000,
9481,79139618277,"Barnes","L. Troy","9546 Cardinal Ct.","Lincoln Acres","CA","59825","USA",10,"146-555-8871","S","F",2,2,"Partial College","Bronze",23,60000,
9482,79158661961,"Stewart","Eugene","7370 Mission Drive","Santa Monica","CA","11183","USA",49,"726-555-4421","S","F",1,0,"Graduate Degree","Bronze",40,120000,
9483,79161923527,"Blakely","Louella","7156 Rose Dr.","Metchosin","BC","13298","Canada",104,"492-555-3857","S","F",2,2,"Partial College","Normal",22,40000,
9484,79219789505,"Brunelle","Sally","5234 Shirley Dr.","San Andres","DF","35242","Mexico",106,"434-555-1693","M","M",4,3,"Partial College","Gloden",32,60000,
9485,79227761030,"Mermis","Sean","5274 Harvey Way","Ladner","BC","70800","Canada",96,"222-555-8757","S","M",4,1,"Bachelors Degree","Bronze",38,120000,
9486,79229584932,"Mickelsen","Jeff","3606 Bolton Circle","Pomona","CA","53480","USA",61,"188-555-5221","M","F",2,1,"Bachelors Degree","Bronze",50,60000,
9487,79233356100,"Wallace","Jason","6556 Gilly Lane","Tacoma","WA","60626","USA",84,"350-555-7831","M","M",3,1,"Partial High School","Normal",53,20000,
9488,79242169900,"Stewart","Joseph","7797 Richard Place","Chula Vista","CA","94682","USA",13,"577-555-6581","S","F",2,1,"Bachelors Degree","Normal",60,60000,
9489,79254867400,"Yunker","Cheryl","1002 N. Spoonwood Court","Berkeley","CA","90682","USA",36,"651-555-5560","S","M",3,3,"Partial College","Gloden",23,40000,
9490,79258440136,"Byrd","Julian","2497 Hazel Drive","Berkeley","CA","95778","USA",36,"901-555-2939","M","F",0,0,"Partial High School","Bronze",29,120000,
9491,79260843400,"Spence","Necia","5955 Waterview Place","Salem","OR","60215","USA",23,"997-555-9546","M","M",4,1,"High School Degree","Bronze",66,120000,
9492,79274114966,"Tam","Taylor","361 Olivera Rd.","Haney","BC","40380","Canada",93,"369-555-5553","S","M",5,1,"Bachelors Degree","Bronze",54,60000,
9493,79275633100,"Wilmoth","Debra","6729 Mt. Washington","Burlingame","CA","45010","USA",43,"727-555-5446","S","F",4,1,"Partial High School","Normal",43,20000,
9494,79289398193,"Pacheco","Kathleen","1389 Walters Way","Long Beach","CA","64044","USA",48,"362-555-3739","S","M",2,2,"Graduate Degree","Bronze",33,80000,
9495,79293410800,"Burns","Abraham","8011 McNutt Ave","Woodburn","OR","34836","USA",69,"743-555-2260","M","M",0,0,"Bachelors Degree","Bronze",20,60000,
9496,79326149821,"Benoit","Christopher","2924 Michigan Blvd.","Oakland","CA","20032","USA",37,"401-555-8182","S","M",4,4,"High School Degree","Gloden",68,140000,
9497,79342924356,"Baker","Deanne","2457 Sierra St.","Issaquah","WA","55985","USA",21,"804-555-5332","M","M",2,1,"Bachelors Degree","Gloden",84,80000,
9498,79354361300,"Spindler","Jennifer","7624 Crawford","Yakima","WA","73432","USA",89,"724-555-4539","S","M",4,3,"Bachelors Degree","Silver",81,60000,
9499,79369151000,"Gold","James","4592 Hill Drive","Santa Monica","CA","94572","USA",49,"599-555-6314","S","M",4,2,"High School Degree","Bronze",89,40000,
9500,79374585151,"Jensen","Kelly","2669 Clark Creek Rd.","Arcadia","CA","25976","USA",51,"541-555-4149","S","M",3,2,"Graduate Degree","Bronze",55,80000,
9501,79375990629,"Valle","Floyd","2710 Saddlehill Lane","Woodburn","OR","93252","USA",69,"330-555-2214","S","M",4,2,"Partial College","Bronze",29,40000,
9502,79376124739,"Crump","Mary","3697 Leland Way","Fremont","CA","49640","USA",34,"295-555-7678","S","M",2,1,"High School Degree","Bronze",27,60000,
9503,79385265707,"Viars","Joseph","6647 Reva Dr","Spring Valley","CA","83078","USA",15,"345-555-8028","S","F",4,2,"Partial College","Bronze",56,80000,
9504,79386247396,"Miller","J.","5232 Black Point Pl.","Salem","OR","56282","USA",23,"333-555-3121","M","F",2,0,"High School Degree","Bronze",23,80000,
9505,79404127001,"Hall","Frederick","8436 L St.","Lynnwood","WA","52282","USA",75,"407-555-2099","M","F",3,1,"Graduate Degree","Bronze",24,140000,
9506,79413622021,"Tilford","Mark","9932 San Carlos Ave.","Concord","CA","91938","USA",46,"657-555-8478","M","M",4,2,"High School Degree","Bronze",68,60000,
9507,79421287800,"Vincent","Hershel","6046 Flamingo Drive","Woodland Hills","CA","49915","USA",62,"753-555-6085","M","M",1,0,"Graduate Degree","Gloden",60,120000,
9508,79439709186,"Potter","Jean","7796 Adobe Drive","Metchosin","BC","37882","Canada",104,"365-555-5750","M","M",5,1,"Partial College","Gloden",75,160000,
9509,79453393816,"Fitts","Renee","4164 Whitehall Drive","Burbank","CA","34710","USA",53,"484-555-1985","M","M",4,4,"Partial College","Gloden",32,40000,
9510,79461671113,"Woodson","Edna","8823 Fine Drive","Spokane","WA","53744","USA",87,"118-555-9278","S","F",5,3,"Partial High School","Normal",72,20000,
9511,79471520185,"Summers","Thomas","5446 Via Estrella","Chula Vista","CA","24537","USA",13,"611-555-1059","M","M",3,0,"Partial College","Bronze",85,40000,
9512,79474583268,"Bogart","Helen","360 Vista Way","Yakima","WA","97322","USA",89,"269-555-6981","M","F",4,2,"Bachelors Degree","Bronze",31,60000,
9513,79478617310,"Montano","Herb","9891 Clayton Way","Renton","WA","45685","USA",73,"673-555-4131","M","F",4,0,"Bachelors Degree","Bronze",85,60000,
9514,79494935900,"Rattan","Nichole","7715 Muth Drive","Guadalajara","Jalisco","96042","Mexico",4,"592-555-3338","S","F",1,1,"Graduate Degree","Bronze",38,80000,
9515,79504720568,"Aquino","Matilda","7501 Sandy Cove Lane","Newport Beach","CA","98157","USA",59,"119-555-8116","S","F",5,4,"Partial High School","Normal",84,20000,
9516,79524515300,"Tomlin","Julie","2923 Stanford Street","Woodland Hills","CA","88383","USA",62,"961-555-5952","M","F",4,1,"High School Degree","Bronze",88,120000,
9517,79554974436,"Bonal","Juanita","5619 Ida Drive","Sedro Woolley","WA","56660","USA",80,"750-555-4016","S","F",3,0,"Partial College","Bronze",30,100000,
9518,79561390280,"Carson","J. Ryan","3951 Calle Verde Drive","Redwood City","CA","39341","USA",45,"715-555-9481","S","M",4,2,"Graduate Degree","Bronze",48,80000,
9519,79567838300,"Roberson","Kathryn","6901 Hamilton Avenue","Shawnee","BC","72778","Canada",105,"765-555-9831","M","F",4,1,"Graduate Degree","Silver",65,80000,
9520,79574860300,"Hanna","Barbara","8142 Ruth Drive","Fremont","CA","94328","USA",34,"753-555-4923","M","F",4,3,"High School Degree","Gloden",58,40000,
9521,79575477242,"Webb","G. Elaine","1347 Palisade Court","Torrance","CA","93927","USA",57,"827-555-3902","S","F",3,1,"Graduate Degree","Bronze",85,80000,
9522,79575960040,"Tuczai","Joseph","2842 Inverness Drive","Torrance","CA","81638","USA",57,"176-555-1281","S","M",4,3,"Bachelors Degree","Gloden",27,60000,
9523,79581716060,"Rohlf","Beverly","6300 Woodbridge Way","San Carlos","CA","98079","USA",44,"863-555-8463","M","F",4,4,"High School Degree","Gloden",57,40000,
9524,79581866264,"Merrick","Sandra","706 Petarct","Port Orchard","WA","51952","USA",77,"475-555-8127","M","F",3,3,"Partial College","Normal",40,60000,
9525,79585465788,"Cary","Vanessa","7074 N. Spoonwood Court","Camacho","Zacatecas","56582","Mexico",27,"594-555-4363","S","M",4,3,"Partial High School","Gloden",35,100000,
9526,79595459699,"Sobotka","Linda","9077 Windsor Drive","Colma","CA","75616","USA",32,"228-555-2656","M","F",5,5,"Partial College","Gloden",31,40000,
9527,79610657095,"Stober","Bill","8356 Mori Court","Burbank","CA","46408","USA",53,"609-555-1177","M","F",1,1,"Bachelors Degree","Bronze",24,80000,
9528,79611772894,"Pisciotta","Hugh","3269 Fourth St.","Santa Monica","CA","31604","USA",49,"267-555-7098","M","M",1,0,"Bachelors Degree","Gloden",66,80000,
9529,79628263115,"Bybee","Phillip","1393 Winterberry Ct.","La Jolla","CA","93849","USA",33,"671-555-4248","M","F",1,1,"Partial College","Silver",88,60000,
9530,79644801616,"White","Phyllis","9215 Hamilton Ave.","Lebanon","OR","18915","USA",72,"590-555-3456","M","M",1,1,"High School Degree","Bronze",79,40000,
9531,79660562276,"Fabec","Geraldine","9001 Esperanza","Redmond","WA","21030","USA",19,"117-555-8234","S","F",3,0,"High School Degree","Bronze",23,40000,
9532,79668008089,"Vaughn","Faye","7079 Green Leaf Drive","Portland","OR","37548","USA",22,"959-555-6070","M","F",1,1,"Partial College","Bronze",53,40000,
9533,79669402837,"Oliver","Jacqueline","7119 Concord","La Mesa","CA","58252","USA",11,"747-555-4134","S","F",5,5,"High School Degree","Silver",33,40000,
9534,79674236178,"Martin","Patricia","8107 Virginia Hills Dr.","Tacoma","WA","87505","USA",84,"952-555-4256","M","M",2,1,"Partial High School","Normal",89,20000,
9535,79684959700,"Chew","Robert","8401 Carson Street","W. Linn","OR","94650","USA",66,"875-555-3208","S","F",5,5,"Bachelors Degree","Gloden",68,80000,
9536,79692957997,"Byers","Samuel","9642 East L Street","Coronado","CA","43493","USA",8,"202-555-1959","S","F",5,0,"Bachelors Degree","Bronze",29,80000,
9537,79693746566,"Haug","Dawn","2847 Center Ave","Daly City","CA","16800","USA",31,"937-555-6280","S","M",1,0,"Graduate Degree","Silver",24,120000,
9538,79709877371,"Walker","Roberta","4343 Cook Street","Daly City","CA","30803","USA",31,"286-555-3658","S","M",0,0,"Partial College","Bronze",63,40000,
9539,79714710712,"Secrest","Kathryn","457 Ryan Rd.","Grossmont","CA","69272","USA",17,"383-555-1265","S","F",4,0,"Bachelors Degree","Bronze",61,120000,
9540,79750684499,"Frye","Frank","2206 Clear View Circle","Newport Beach","CA","89682","USA",59,"894-555-9930","M","M",1,1,"Bachelors Degree","Bronze",81,60000,
9541,79756306409,"Staton","Julie","8574 Hidden Oak Ct.","Mill Valley","CA","21606","USA",38,"113-555-6165","S","M",2,1,"Partial High School","Normal",45,20000,
9542,79763687800,"Micalec","Diane","3234 Royal Arch Court","Burlingame","CA","40640","USA",43,"648-555-4458","M","M",1,1,"High School Degree","Gloden",78,40000,
9543,79793996810,"Burnside","Tara","9856 Gonzalez Ct.","Kirkland","WA","11432","USA",63,"129-555-2980","S","F",1,1,"High School Degree","Silver",27,160000,
9544,79817691445,"Bice","Eve","4770 Blue Jay Drive","Daly City","CA","95626","USA",31,"687-555-8901","M","F",1,0,"Partial High School","Normal",37,20000,
9545,79827583432,"Craig","Barbara","4302 Oakleaf Ct.","Spring Valley","CA","32580","USA",15,"190-555-6051","M","M",4,3,"Partial College","Normal",85,40000,
9546,79830614300,"Davis","Mary Ann","9469 Mt. Hood Circle","Bellflower","CA","82937","USA",55,"110-555-5258","S","M",3,3,"High School Degree","Gloden",44,100000,
9547,79834551811,"Parfit","Dianne","9255 Westover Dr.","San Francisco","CA","85052","USA",1,"536-555-1037","M","F",3,1,"Bachelors Degree","Bronze",26,60000,
9548,79839578300,"Cervantes","Subhi","7333 Alderwood Lane","Lynnwood","WA","25724","USA",75,"172-555-8368","S","F",0,0,"Bachelors Degree","Normal",25,60000,
9549,79846299900,"Hood","Beata","30 Sun View Terr.","Haney","BC","69847","Canada",93,"860-555-6433","S","F",1,1,"High School Degree","Bronze",30,40000,
9550,79848354458,"Genchi","Tammy","8361 Flora Ave.","Downey","CA","26236","USA",58,"164-555-6554","S","M",1,1,"High School Degree","Bronze",54,40000,
9551,79866770505,"Singh","Kurt","1312 Skycrest Drive","La Mesa","CA","59673","USA",11,"876-555-3247","S","M",2,2,"Partial College","Normal",57,60000,
9552,79877354502,"Fries","Gia","9896 Walkim Court","Beverly Hills","CA","81223","USA",47,"203-555-1997","M","M",4,1,"High School Degree","Gloden",56,40000,
9553,79886833429,"Ellis","Ryan","3101 South Villa Way","Oak Bay","BC","80822","Canada",99,"937-555-6318","M","F",0,0,"Partial High School","Normal",89,20000,
